id,handle,first_name,last_name,email,street,city,state,state_animal,real_food_affinity_category_id,luxury_brand_affinity_category_id,tech_gadget_affinity_category_id,travel_affinity_category_id
962,cbirchnerqp,Carlita,Birchner,cbirchnerqp@blinklist.com,98 Northfield Avenue,Houston,Texas,Butterfly (unidentified),1,6,11,14
963,jnoarqq,Jerome,Noar,jnoarqq@com.com,22 Grayhawk Terrace,Shreveport,Louisiana,Australian pelican,2,6,12,13
964,cepinayqr,Cathi,Epinay,cepinayqr@yellowpages.com,48 Raven Court,Houston,Texas,Blue shark,3,6,9,16
965,lratleyqs,Luther,Ratley,lratleyqs@1und1.de,1 Coolidge Avenue,Denver,Colorado,"Porcupine, african",4,8,11,13
966,jclimarqt,Jarrad,Climar,jclimarqt@amazon.com,571 Northland Lane,Chattanooga,Tennessee,"Openbill, asian",2,8,10,16
967,amcgraithqu,Alexandre,McGraith,amcgraithqu@walmart.com,58 Jackson Circle,Shawnee Mission,Kansas,White-throated monitor,1,5,9,15
968,aundyqv,Amerigo,Undy,aundyqv@webeden.co.uk,2194 Calypso Trail,Honolulu,Hawaii,"Nutcracker, clark's",4,6,11,15
969,mantonichqw,Maddie,Antonich,mantonichqw@cargocollective.com,17386 Almo Pass,Shreveport,Louisiana,"Goat, mountain",1,8,10,16
970,cg&odlettqx,Carmon,Goodlett,cgoodlettqx@myspace.com,1048 Pond Plaza,Rochester,New York,"Wallaby, river",3,8,9,15
971,smcruvieqy,Starlene,McRuvie,smcruvieqy@hostgator.com,20 Mccormick Terrace,Killeen,Texas,"Lizard, mexican beaded",4,7,10,13
972,jmccluskeyqz,Joni,McCluskey,jmccluskeyqz@berkeley.edu,1184 Leroy Place,Dallas,Texas,"Vulture, egyptian",3,6,11,13
973,cdavidsenr0,Constanta,Davidsen,cdavidsenr0@pagesperso-orange.fr,42 Hansons Way,Gilbert,Arizona,"Jackal, golden",2,7,9,15
974,gkidgellr1,Gauthier,Kidgell,gkidgellr1@hostgator.com,1212 Del Sol Place,Cincinnati,Ohio,Civet cat,3,7,11,13
975,boverburyr2,Biddy,Overbury,boverburyr2@dedecms.com,10 Walton Pass,Omaha,Nebraska,"Cat, tiger",3,6,10,14
976,pdaintyr3,Preston,Dainty,pdaintyr3@yahoo.com,3805 Alpine Lane,Canton,Ohio,Red lava crab,3,8,9,14
977,lmayhour4,Leigh,Mayhou,lmayhour4@bravesites.com,58 Lakewood Gardens Circle,Houston,Texas,"Shrike, crimson-breasted",4,7,12,16
978,jklemencicr5,Joell,Klemencic,jklemencicr5@wikia.com,5158 Redwing Drive,Washington,District of Columbia,Smith's bush squirrel,3,7,9,16
979,lcuestar6,Lovell,Cuesta,lcuestar6@printfriendly.com,6 Buhler Park,Tulsa,Oklahoma,"Magpie, black-backed",1,8,12,15
980,rboylanr7,Rickie,Boylan,rboylanr7@zdnet.com,2 Jana Hill,Midland,Michigan,Greylag goose,4,8,10,16
981,jdowningr8,Jeddy,Downing,jdowningr8@tripod.com,810 International Avenue,Los Angeles,California,"Squirrel, malabar",1,7,12,15
982,mmaestror9,Minne,Maestro,mmaestror9@reference.com,806 Paget Way,Fort Lauderdale,Florida,White-fronted capuchin,4,6,11,13
983,nlerwellra,Noel,Lerwell,nlerwellra@people.com.cn,7351 Kim Terrace,Burbank,California,Suricate,3,5,10,15
984,haltyrb,Humfrey,Alty,haltyrb@technorati.com,30 Lerdahl Avenue,Fort Wayne,Indiana,"Chipmunk, least",4,7,12,16
985,calcoranrc,Clemens,Alcoran,calcoranrc@home.pl,1 Holmberg Park,Washington,District of Columbia,Pied kingfisher,4,8,12,13
986,hsheafrd,Hugibert,Sheaf,hsheafrd@reddit.com,67 Oxford Avenue,Vancouver,Washington,"Roller, lilac-breasted",2,8,12,16
987,bambroschre,Benjie,Ambrosch,bambroschre@scribd.com,20 Michigan Terrace,Iowa City,Iowa,"Phalarope, red-necked",2,8,10,13
988,abourtoumieuxrf,Aprilette,Bourtoumieux,abourtoumieuxrf@huffingtonpost.com,856 Westport Parkway,Las Vegas,Nevada,"Deer, white-tailed",1,8,12,15
989,ibithellrg,Iago,Bithell,ibithellrg@kickstarter.com,83 Blaine Point,Southfield,Michigan,"Otter, oriental short-clawed",4,8,10,15
990,sbrockrh,Sylas,Brock,sbrockrh@hatena.ne.jp,74 Mcbride Avenue,Fort Collins,Colorado,Yellow-necked spurfowl,3,6,11,13
991,wbartosikri,Winni,Bartosik,wbartosikri@altervista.org,706 Pine View Avenue,Amarillo,Texas,Banded mongoose,1,6,10,16
992,bshirilrj,Brandi,Shiril,bshirilrj@shop-pro.jp,71 Cordelia Plaza,Tuscaloosa,Alabama,European badger,4,8,11,15
993,rrobathonrk,Rowan,Robathon,rrobathonrk@dmoz.org,848 Straubel Park,Austin,Texas,"Crab, sally lightfoot",4,7,11,16
994,lclearerl,Lindy,Cleare,lclearerl@google.com.br,7669 Nova Circle,Idaho Falls,Idaho,Brush-tailed phascogale,3,6,10,14
995,shedonrm,Sharleen,Hedon,shedonrm@blogs.com,01488 Sullivan Alley,Abilene,Texas,"Lion, asian",2,8,9,16
996,bdeeneyrn,Billy,Deeney,bdeeneyrn@fastcompany.com,01 Washington Alley,Roanoke,Virginia,Bee-eater (unidentified),3,7,11,16
997,cgoaleyro,Celestia,Goaley,cgoaleyro@list-manage.com,74 Northridge Center,Louisville,Kentucky,African darter,4,5,10,16
998,llairdrp,Lucian,Laird,llairdrp@opera.com,30754 Moose Junction,New Orleans,Louisiana,King vulture,1,8,10,14
999,aloughlanrq,Adelice,Loughlan,aloughlanrq@biblegateway.com,40 Delaware Hill,Marietta,Georgia,"Stork, marabou",1,6,10,13
1000,ewittkerr,Eddy,Wittke,ewittkerr@bizjournals.com,476 Amoth Street,Detroit,Michigan,Blue and yellow macaw,3,6,10,13
